BEGINN_DATUM;BEGINN_UHRZEIT;ENDE_DATUM;ENDE_UHRZEIT;NETZREGION;GRUND_DER_MASSNAHME;RICHTUNG;MITTLERE_LEISTUNG_MW;MAXIMALE_LEISTUNG_MW;GESAMTE_ARBEIT_MWH;ANWEISENDER_UENB;ANFORDERNDER_UENB;BETROFFENE_ANLAGE
16.12.2016;00:00;16.12.2016;11:00;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;160;160;1760;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Brokdorf
16.12.2016;00:00;16.12.2016;11:00;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;120;120;1320;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Grohnde
16.12.2016;01:00;16.12.2016;02:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;100;100;100;TenneT DE;50Hertz & TenneT DE;Staudinger 5
16.12.2016;04:15;16.12.2016;04:30;Grenzregion RZ Amprion - RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;50;50;12,5;TransnetBW;Amprion;Vorarlberger Illwerke AG
16.12.2016;04:15;16.12.2016;05:15;Grenzregion RZ Amprion - RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;100;100;100;TransnetBW;Amprion;Rheinhafen-Dampfkraftwerk Karlsruhe
16.12.2016;04:15;16.12.2016;06:00;Grenzregion RZ Amprion - RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;92,86;100;162,5;TransnetBW;Amprion;Heizkraftwerk Altbach/Deizisau
16.12.2016;04:15;16.12.2016;06:00;Grenzregion RZ Amprion - RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;200;200;350;Amprion;Amprion & TransnetBW;Neurath
16.12.2016;05:15;16.12.2016;06:00;Grenzregion RZ Amprion - RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;100;100;75;TransnetBW;Amprion;Rheinhafen-Dampfkraftwerk Karlsruhe
16.12.2016;06:00;16.12.2016;11:00;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;98;100;488;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Heyden
16.12.2016;06:00;16.12.2016;09:15;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;242;315;785;TenneT DE;TenneT DE;Heyden
16.12.2016;06:45;16.12.2016;09:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;277,78;300;625;TransnetBW;TenneT DE;Vorarlberger Illwerke AG
16.12.2016;09:00;16.12.2016;10:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;250;250;250;TransnetBW;50Hertz & TenneT DE;Vorarlberger Illwerke AG
16.12.2016;23:00;17.12.2016;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;100;100;100;TenneT DE;50Hertz & TenneT DE;Heyden
16.12.2016;23:45;17.12.2016;00:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;100;100;25;Amprion;Amprion;Bexbach
16.12.2016;23:45;17.12.2016;00:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;100;100;25;Amprion;Amprion;Weiher
17.12.2016;00:00;17.12.2016;07:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;197,5;200;1382,5;Amprion;Amprion;Knapsack
17.12.2016;00:00;17.12.2016;09:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;269,72;280;2427,5;Amprion;Amprion;Knapsack
17.12.2016;00:00;17.12.2016;07:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;232,14;240;1625;Amprion;Amprion;Bexbach
17.12.2016;00:00;17.12.2016;07:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;232,14;240;1625;Amprion;Amprion;Weiher
17.12.2016;00:00;17.12.2016;01:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;250;250;250;TenneT DE;50Hertz & TenneT DE;Heyden
17.12.2016;06:00;17.12.2016;07:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;230;230;230;TransnetBW;Amprion;Heizkraftwerk Heilbronn
17.12.2016;06:00;17.12.2016;08:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;70;70;140;TransnetBW;Amprion;Schluchseewerk AG
17.12.2016;06:00;17.12.2016;08:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;300;300;600;Amprion;Amprion;Neurath
17.12.2016;07:00;17.12.2016;08:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;230;230;230;TransnetBW;Amprion;Vorarlberger Illwerke AG
17.12.2016;07:00;17.12.2016;09:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;280;280;560;TransnetBW;Amprion;Vorarlberger Illwerke AG
17.12.2016;20:30;18.12.2016;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;144;150;505;TenneT DE;50Hertz & TenneT DE;Brokdorf
17.12.2016;21:00;18.12.2016;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;366,67;500;1100;TransnetBW;50Hertz & TenneT DE;Heizkraftwerk Heilbronn
18.12.2016;00:00;19.12.2016;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;497,92;700;11950;TransnetBW;50Hertz & TenneT DE;Heizkraftwerk Heilbronn
18.12.2016;00:00;19.12.2016;00:00;RZ 50Hertz;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;815;1190;19560;50Hertz;50Hertz;Boxberg,Jaenschwalde,Lippendorf (EnBW),Schkopau,Schwarze Pumpe
18.12.2016;00:00;19.12.2016;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;785;1000;18850;50Hertz;50Hertz & TenneT DE;Boxberg,Jaenschwalde,Lippendorf Vattenfall (EPH),Lippendorf (EnBW),Schkopau,Schwarze Pumpe
18.12.2016;00:00;18.12.2016;10:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;160;160;1600;Amprion;Amprion;Knapsack
18.12.2016;00:00;18.12.2016;10:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;160;160;1600;Amprion;Amprion;Bexbach
18.12.2016;00:00;18.12.2016;06:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;150;150;900;TenneT DE;50Hertz & TenneT DE;Brokdorf
18.12.2016;02:00;18.12.2016;10:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;61,25;70;490;TransnetBW;TenneT DE;Heizkraftwerk Altbach/Deizisau
18.12.2016;02:00;18.12.2016;09:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;180;190;1260;TransnetBW;TenneT DE;Heizkraftwerk Altbach/Deizisau
18.12.2016;02:00;18.12.2016;10:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;168,75;250;1350;Amprion;TenneT DE;Neurath
18.12.2016;02:00;18.12.2016;10:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;131,25;200;1050;Amprion;TenneT DE;Neurath
18.12.2016;02:00;18.12.2016;10:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;168,75;250;1350;Amprion;TenneT DE;Neurath
18.12.2016;03:00;18.12.2016;12:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;157,78;180;1420;TransnetBW;TenneT DE;Heizkraftwerk Heilbronn
18.12.2016;03:00;18.12.2016;10:15;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;286,9;570;2080;TransnetBW;TenneT DE;Vorarlberger Illwerke AG
18.12.2016;06:00;18.12.2016;08:00;RZ swissgrid;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;175;200;350;Amprion;swissgrid;Neurath
18.12.2016;06:00;18.12.2016;08:00;RZ swissgrid;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;175;200;350;Amprion;swissgrid;Neurath
18.12.2016;07:00;18.12.2016;08:00;RZ swissgrid;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;100;100;100;Amprion;swissgrid;Neurath
18.12.2016;07:00;18.12.2016;12:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;96;180;480;Amprion;TenneT DE;Knapsack
18.12.2016;07:00;18.12.2016;10:15;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;185;200;600;TenneT DE;TenneT DE;Wilhelmshaven (GDF)
18.12.2016;07:15;18.12.2016;10:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;152,73;160;420;Amprion;TenneT DE;Knapsack
18.12.2016;08:00;19.12.2016;00:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;200;200;3200;Amprion;Amprion;Neurath
18.12.2016;08:00;19.12.2016;00:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;100;100;1600;Amprion;Amprion;Neurath
18.12.2016;08:00;19.12.2016;00:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;200;200;3200;Amprion;Amprion;Neurath
18.12.2016;08:15;18.12.2016;12:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;173,33;276;650;Amprion;Amprion;Voerde
18.12.2016;08:15;18.12.2016;12:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;173,33;276;650;Amprion;Amprion;Bexbach
18.12.2016;22:00;19.12.2016;00:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;300;400;600;Amprion;Amprion;Knapsack
18.12.2016;22:00;19.12.2016;00:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;300;400;600;Amprion;Amprion;Bexbach
19.12.2016;00:00;19.12.2016;04:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;153,75;200;615;Amprion;Amprion;Neurath
19.12.2016;00:00;19.12.2016;04:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;100;100;400;Amprion;Amprion;Neurath
19.12.2016;00:00;19.12.2016;04:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;153,75;200;615;Amprion;Amprion;Neurath
19.12.2016;00:00;19.12.2016;06:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;170,83;200;1025;Amprion;Amprion;Knapsack
19.12.2016;00:00;19.12.2016;06:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;510,83;630;3065;Amprion;Amprion;Bexbach
19.12.2016;03:00;19.12.2016;06:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;136,67;170;410;Amprion;Amprion;Knapsack
19.12.2016;21:00;20.12.2016;00:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;173,75;200;521,25;Amprion;Amprion;Knapsack
19.12.2016;21:00;20.12.2016;00:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;255;455;765;Amprion;Amprion;Weiher
19.12.2016;21:45;20.12.2016;00:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;400,44;516;901;Amprion;Amprion;Neurath
19.12.2016;21:45;20.12.2016;00:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;319,33;516;718,5;Amprion;Amprion;Bexbach
19.12.2016;22:00;19.12.2016;23:30;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;121,67;150;182,5;TransnetBW;Amprion;Heizkraftwerk Heilbronn
19.12.2016;22:15;20.12.2016;00:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;46,29;85;81;Amprion;Amprion;Knapsack
19.12.2016;22:15;20.12.2016;00:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;46,29;85;81;Amprion;Amprion;Knapsack
19.12.2016;22:15;20.12.2016;00:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;46,71;85;81,75;Amprion;Amprion;Knapsack
20.12.2016;00:00;20.12.2016;00:30;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;104;184;52;Amprion;Amprion;Knapsack
20.12.2016;00:00;20.12.2016;06:15;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;167,32;200;1045,75;Amprion;Amprion;Knapsack
20.12.2016;00:00;20.12.2016;22:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;351,19;516;7726,25;Amprion;Amprion;Neurath
20.12.2016;00:00;20.12.2016;07:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;270,21;430;1891,5;Amprion;Amprion;Weiher
20.12.2016;00:00;20.12.2016;07:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;441;530;3087;Amprion;Amprion;Bexbach
20.12.2016;02:00;20.12.2016;06:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;100;100;400;Amprion;Amprion;Neurath
20.12.2016;03:00;20.12.2016;05:45;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;91;100;250;TenneT DE;TenneT DE;Mehrum
20.12.2016;03:00;20.12.2016;05:45;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;91;100;250;TenneT DE;TenneT DE;Staudinger 5
20.12.2016;06:15;20.12.2016;09:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;289,73;440;796,75;TransnetBW;Amprion;Vorarlberger Illwerke AG
20.12.2016;07:00;20.12.2016;23:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;227;370;3629;TenneT DE;Amprion;Gebersdorf 2
20.12.2016;10:00;21.12.2016;00:00;RZ 50Hertz;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;222;690;3110;50Hertz;50Hertz;Boxberg,Jaenschwalde,Schwarze Pumpe
20.12.2016;13:00;20.12.2016;21:00;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;10;10;80;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Knapsack
20.12.2016;16:00;21.12.2016;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;419;700;3350;50Hertz;50Hertz & TenneT DE;Jaenschwalde,Schwarze Pumpe
20.12.2016;18:00;20.12.2016;22:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;275,25;280;1101;TransnetBW;Amprion;Vorarlberger Illwerke AG
20.12.2016;18:00;20.12.2016;22:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;120;120;480;TransnetBW;Amprion;Kraftwerk Walheim
20.12.2016;18:00;20.12.2016;22:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;210;210;840;Amprion;Amprion;Neurath
20.12.2016;18:00;20.12.2016;22:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;190;190;760;Amprion;Amprion;Knapsack
20.12.2016;21:45;21.12.2016;00:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;306;476;688,5;Amprion;Amprion;Bexbach
20.12.2016;22:00;21.12.2016;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;250;250;500;TransnetBW;TenneT DE;Heizkraftwerk Heilbronn
20.12.2016;22:00;21.12.2016;00:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;141;141;282;Amprion;Amprion;Neurath
20.12.2016;22:00;21.12.2016;00:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;200;200;400;Amprion;Amprion;Knapsack
20.12.2016;22:45;21.12.2016;00:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;120;120;150;Amprion;Amprion;Niederaußem
20.12.2016;23:00;21.12.2016;00:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;155;155;155;TenneT DE;TenneT DE;Gebersdorf 2
20.12.2016;23:30;21.12.2016;00:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;65;80;32;TenneT DE;TenneT DE;Mehrum
21.12.2016;00:00;21.12.2016;23:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;245;758;5637;50Hertz;50Hertz & TenneT DE;Boxberg,Jaenschwalde,Schkopau,Schwarze Pumpe
21.12.2016;00:00;21.12.2016;04:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;124;260;496;50Hertz;50Hertz & TenneT DE;
21.12.2016;00:00;21.12.2016;05:00;Grenzregion RZ 50Hertz - RZ PSE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;55;80;137,5;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Scholven
21.12.2016;00:00;21.12.2016;06:30;Grenzregion RZ 50Hertz - RZ PSE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;205,77;220;1337,5;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Walsum
21.12.2016;00:00;21.12.2016;01:00;Grenzregion RZ 50Hertz - RZ PSE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;200;200;200;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Knapsack
21.12.2016;00:00;22.12.2016;00:00;Grenzregion RZ 50Hertz - RZ PSE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;161,25;180;3870;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Neurath
21.12.2016;00:00;22.12.2016;00:00;Grenzregion RZ 50Hertz - RZ PSE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;297,08;300;7130;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Neurath
21.12.2016;00:00;21.12.2016;19:00;Grenzregion RZ 50Hertz - RZ PSE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;120;120;2280;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Niederaußem
21.12.2016;00:00;21.12.2016;19:00;Grenzregion RZ 50Hertz - RZ PSE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;250;250;4750;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Weiher
21.12.2016;00:00;21.12.2016;19:00;Grenzregion RZ 50Hertz - RZ PSE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;268,16;680;5095;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Bexbach
21.12.2016;00:00;21.12.2016;02:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;110;150;220;TenneT DE;TenneT DE;Mehrum
21.12.2016;00:00;21.12.2016;03:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;155;155;465;TenneT DE;TenneT DE;Gebersdorf 2
21.12.2016;02:00;21.12.2016;07:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;123,75;200;495;TransnetBW;TenneT DE;Grosskraftwerk Mannheim AG
21.12.2016;03:00;21.12.2016;09:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;155;155;930;TenneT DE;50Hertz & TenneT DE;Gebersdorf 2
21.12.2016;05:00;21.12.2016;19:00;Grenzregion RZ 50Hertz - RZ PSE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;292,86;300;4100;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Niederaußem
21.12.2016;05:00;21.12.2016;23:15;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;393;440;7168;TenneT DE;50Hertz & TenneT DE;Mehrum
21.12.2016;05:45;21.12.2016;19:45;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;338;670;4728;TenneT DE;50Hertz & TenneT DE;Heyden
21.12.2016;06:00;21.12.2016;08:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;670;860;1340;50Hertz;TenneT DE;Jaenschwalde,Lippendorf Vattenfall (EPH)
21.12.2016;06:00;21.12.2016;13:45;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;233;350;1808;TenneT DE;TenneT DE;Gebersdorf 2
21.12.2016;06:00;21.12.2016;15:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;264;300;2380;TenneT DE;TenneT DE;Heyden
21.12.2016;06:30;22.12.2016;00:00;Grenzregion RZ 50Hertz - RZ PSE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;120;120;2100;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Neurath
21.12.2016;06:30;21.12.2016;21:45;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;245;520;3740;TenneT DE;50Hertz & TenneT DE;Wilhelmshaven (Uniper)
21.12.2016;07:00;21.12.2016;22:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;180;180;2700;Amprion;TenneT DE;Knapsack
21.12.2016;07:15;21.12.2016;17:00;Grenzregion RZ TenneT DE - RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;221;260;2152;TenneT DE;TenneT DE & Amprion;Wilhelmshaven (Uniper)
21.12.2016;07:30;21.12.2016;12:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;50;50;225;TenneT DE;50Hertz & TenneT DE;Kiel
21.12.2016;08:00;21.12.2016;10:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;200;300;400;TransnetBW;50Hertz & TenneT DE;Vorarlberger Illwerke AG
21.12.2016;08:00;21.12.2016;11:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;367;400;1100;50Hertz;50Hertz & TenneT DE;Boxberg,Lippendorf Vattenfall (EPH)
21.12.2016;09:00;21.12.2016;20:30;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;50;50;575;Amprion;Amprion;Knapsack
21.12.2016;09:00;21.12.2016;20:30;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;50;50;575;Amprion;Amprion;Knapsack
21.12.2016;09:00;21.12.2016;20:30;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;100;100;1150;Amprion;Amprion;Knapsack
21.12.2016;09:00;21.12.2016;16:00;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;200;200;1400;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Wilhelmshaven (Uniper)
21.12.2016;11:00;21.12.2016;21:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;45;45;450;TenneT DE;50Hertz & TenneT DE;Brokdorf
21.12.2016;12:00;21.12.2016;13:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;110;110;110;TransnetBW;50Hertz & TenneT DE;Kraftwerk Walheim
21.12.2016;13:00;21.12.2016;17:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;425;500;1700;50Hertz;TenneT DE;Boxberg,Jaenschwalde,Lippendorf Vattenfall (EPH),Schwarze Pumpe
21.12.2016;14:00;22.12.2016;00:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;90;100;900;Amprion;Amprion;Neurath
21.12.2016;14:00;22.12.2016;00:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;150;250;1500;Amprion;Amprion;Weiher
21.12.2016;14:00;22.12.2016;00:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;150;250;1500;Amprion;Amprion;Bexbach
21.12.2016;14:30;21.12.2016;23:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;218,55;390;1202;TransnetBW;TenneT DE;Vorarlberger Illwerke AG
21.12.2016;14:30;21.12.2016;16:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;130;130;195;TransnetBW;TenneT DE;Kraftwerk Walheim
21.12.2016;14:30;21.12.2016;21:30;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;154,64;200;1082,5;Amprion;TenneT DE;Hamm Uentrop
21.12.2016;14:30;21.12.2016;20:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;150;150;825;Amprion;TenneT DE;Hamm Uentrop
21.12.2016;19:00;22.12.2016;00:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;120;120;600;Amprion;Amprion;Niederaußem
